cwe_id,name,score,search_source
79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),396.5194645787765,base_query
89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),387.57436786258995,base_query
306,Missing Authentication for Critical Function,359.32954587856193,base_query
287,Improper Authentication,357.9583583187289,base_query
285,Improper Authorization,353.8332402140188,base_query
404,Improper Resource Shutdown or Release,348.3554140973186,base_query
266,Incorrect Privilege Assignment,345.5793655088568,base_query
99,Improper Control of Resource Identifiers ('Resource Injection'),344.0171092441979,base_query
732,Incorrect Permission Assignment for Critical Resource,340.95995033254275,base_query
1336,Improper Neutralization of Special Elements Used in a Template Engine,340.0306187722794,base_query
